lat,lon,date,n_grouped,pf_observed,pf_depth,obs_depth,obs_limit,source,transect_point,org_thick,rock,Soil Type,rocky/silty,Wildfire,Widlfire date/name,Burn Year,Canopy and Surface
65.97980769230769,-149.25557684615382,2008-08-01,13,1,43.92307692307692,118.0,,Pastick,,10.307692307692308,N,,,,,,
66.00109934042553,-149.04817965957446,2008-07-23,47,1,56.234042553191486,109.42553191489361,,Pastick,,12.340425531914894,N,,,,,,
66.03367499999999,-149.2674985,2008-09-14,2,1,38.5,65.0,,Pastick,,30.0,N,,,,,,
65.83333355555555,-149.93629633333336,2008-08-15,9,0,0.0,108.88888888888889,,Pastick,,6.333333333333333,N,,,,,,
65.95055550000001,-149.89236125000002,2008-08-19,4,0,13.75,82.5,,Pastick,,9.25,Y,,,,,,
66.3233888,-145.4673332,2010-07-29,5,1,51.6,141.4,,Pastick,,30.4,N,,,,,,
66.3200558,-145.3048892,2010-07-28,5,0,5.6,98.0,,Pastick,,14.8,N,,,,,,
66.301770875,-145.08791675,2010-09-24,8,1,81.5,81.75,,Pastick,,26.625,N,,,,,,
66.28427093749998,-144.8145139375,2010-10-06,16,1,50.6875,99.0,,Pastick,,19.25,N,,,,,,
66.421111,-145.2770835,2010-07-27,2,0,33.0,133.0,,Pastick,,19.0,N,,,,,,
66.374514,-145.11152775,2010-07-16,4,0,0.0,109.75,,Pastick,,9.25,N,,,,,,
66.40344459999999,-144.88633339999998,2010-09-10,5,1,61.8,123.8,,Pastick,,7.8,N,,,,,,
66.46769828571429,-145.79559514285714,2010-07-29,7,0,26.571428571428573,126.42857142857143,,Pastick,,17.285714285714285,N,,,,,,
66.45682542857143,-145.2884127142857,2010-09-15,14,1,43.785714285714285,112.35714285714286,,Pastick,,12.5,N,,,,,,
66.47402762499999,-145.11822925,2011-03-12,8,0,0.0,144.875,,Pastick,,5.0,N,,,,,,
66.55836795833335,-146.02771987499997,2010-07-31,24,0,41.166666666666664,128.41666666666666,,Pastick,,7.916666666666667,N,,,,,,
66.55919190909091,-145.77631318181818,2010-07-05,11,0,15.363636363636363,115.27272727272727,,Pastick,,4.454545454545454,N,,,,,,
66.552284,-145.47114188888887,2010-06-24,9,1,42.111111111111114,72.77777777777777,,Pastick,,11.88888888888889,N,,,,,,
66.55837314285715,-145.3648017142857,2010-07-22,7,0,47.714285714285715,117.57142857142857,,Pastick,,5.571428571428571,N,,,,,,
66.5553055,-145.1969166,2010-07-23,10,0,59.9,144.8,,Pastick,,9.8,N,,,,,,
66.5237222,-144.697111,2011-08-20,5,1,113.6,113.6,,Pastick,,19.6,N,,,,,,
66.6313611,-146.03872230000002,2010-08-14,10,1,65.1,141.3,,Pastick,,6.4,N,,,,,,
66.63725933333333,-145.7595741333333,2010-10-01,30,1,74.56666666666666,116.93333333333334,,Pastick,,9.8,N,,,,,,
66.61814816666667,-145.57824083333335,2010-09-05,6,1,47.666666666666664,104.5,,Pastick,,9.666666666666666,N,,,,,,
66.62243559090908,-145.3186591363636,2010-09-01,22,1,92.22727272727273,131.22727272727272,,Pastick,,7.090909090909091,N,,,,,,
66.65459872222222,-145.11293194444445,2010-10-12,18,1,69.44444444444444,149.55555555555554,,Pastick,,4.722222222222222,N,,,,,,
66.64473251851851,-144.86041148148146,2010-08-11,27,0,68.0,149.03703703703704,,Pastick,,7.111111111111111,N,,,,,,
66.6602224,-144.73883299999997,2010-08-10,5,0,0.0,94.6,,Pastick,,3.2,N,,,,,,
66.70851833333334,-146.02574083333334,2011-09-05,6,0,49.166666666666664,150.5,,Pastick,,1.8333333333333333,N,,,,,,
66.73508553846155,-145.80079053846154,2011-08-14,13,1,56.92307692307692,121.15384615384616,,Pastick,,15.538461538461538,N,,,,,,
66.725278,-145.52625,2011-09-02,4,0,62.5,162.5,,Pastick,,9.0,N,,,,,,
66.70240733333333,-144.71787033333334,2010-08-19,3,1,130.33333333333334,130.33333333333334,,Pastick,,0.0,N,,,,,,
